Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2015:11, 5187.315, 15214.07, 0, 6.980131, 0.8292418, 13.60915, 0, 67.13768, 1.881378, 9.562421, 17.43566, 25.26983, 3.057866, 64.51965, 1631.865, 1600.008, 2264.851, 39.06703, 0.3605369, 0.2945175, 3258.63, 0.6281919, 2.932937, 3.261108, 0.9343154, -0.279837, 0.1890104, 0.1998213, 0.1964192, 
2015:12, 5187.223, 15218.31, 0, 6.979239, 0.8290021, 13.60517, 0, 67.13248, 1.881337, 9.57277, 17.42945, 25.26554, 3.057874, 64.52464, 1631.825, 1600.077, 2264.858, 39.09324, 0.3654525, 0.2945251, 3258.758, 0.6282279, 2.933806, 3.256561, 0.9363931, -0.2660919, 0.1890165, 0.1998299, 0.1964269, 
2016:1, 5186.853, 15218.93, 0, 6.981085, 0.8288196, 13.60355, 0, 67.13017, 1.8784, 9.577978, 17.42438, 25.26236, 3.05798, 64.49792, 1631.672, 1600.147, 2264.834, 39.12228, 0.3384584, 0.2945276, 3258.9, 0.6283, 2.934136, 3.322782, 0.9386609, -0.319913, 0.1890286, 0.1998403, 0.1964378, 
2016:2, 5186.805, 15223.5, 0, 6.979906, 0.828558, 13.59939, 0, 67.12507, 1.878237, 9.588836, 17.41794, 25.25791, 3.057982, 64.50184, 1631.651, 1600.223, 2264.855, 39.1515, 0.3423651, 0.2945351, 3259.023, 0.6283297, 2.935043, 3.317816, 0.940925, -0.3097313, 0.1890353, 0.1998499, 0.1964464, 
2016:3, 5186.724, 15227.99, 0, 6.978765, 0.8282962, 13.59521, 0, 67.11992, 1.878086, 9.59973, 17.41141, 25.25338, 3.057991, 64.50578, 1631.615, 1600.295, 2264.866, 39.18094, 0.346305, 0.2945429, 3259.136, 0.6283613, 2.935956, 3.312928, 0.9431849, -0.2995324, 0.1890415, 0.199859, 0.1964545, 
2016:4, 5186.619, 15232.45, 0, 6.977649, 0.8280339, 13.59101, 0, 67.11472, 1.877943, 9.610646, 17.40478, 25.24878, 3.058003, 64.50978, 1631.57, 1600.365, 2264.871, 39.21058, 0.3502766, 0.2945508, 3259.241, 0.6283942, 2.936875, 3.30812, 0.9454399, -0.2893273, 0.1890474, 0.1998678, 0.1964624, 
2016:5, 5186.501, 15236.89, 0, 6.976565, 0.8277718, 13.58681, 0, 67.10947, 1.877804, 9.621583, 17.39809, 25.24412, 3.058017, 64.51384, 1631.52, 1600.437, 2264.874, 39.24043, 0.3542765, 0.294559, 3259.344, 0.6284284, 2.937797, 3.303396, 0.9476894, -0.2791314, 0.1890531, 0.1998765, 0.1964701, 
2016:6, 5186.373, 15241.31, 0, 6.975499, 0.8275096, 13.5826, 0, 67.10419, 1.877671, 9.632536, 17.39134, 25.2394, 3.058033, 64.51796, 1631.465, 1600.51, 2264.876, 39.27046, 0.3583, 0.2945673, 3259.447, 0.6284636, 2.938722, 3.298761, 0.9499329, -0.2689638, 0.1890587, 0.1998851, 0.1964777, 
2016:7, 5186.24, 15245.74, 0, 6.974453, 0.8272466, 13.57837, 0, 67.09886, 1.877538, 9.643515, 17.38456, 25.23462, 3.05805, 64.52209, 1631.408, 1600.584, 2264.878, 39.30067, 0.3623422, 0.2945758, 3259.549, 0.6284995, 2.939651, 3.294224, 0.9521698, -0.2588456, 0.1890642, 0.1998938, 0.1964852, 
2016:8, 5186.106, 15250.18, 0, 6.973427, 0.826983, 13.57414, 0, 67.09352, 1.877404, 9.654518, 17.37775, 25.22978, 3.058066, 64.52624, 1631.352, 1600.659, 2264.882, 39.33103, 0.366398, 0.2945843, 3259.657, 0.6285365, 2.940583, 3.289787, 0.954399, -0.2487978, 0.1890697, 0.1999024, 0.1964928, 
2016:9, 5185.973, 15254.63, 0, 6.972412, 0.8267186, 13.5699, 0, 67.08815, 1.877269, 9.665547, 17.3709, 25.22491, 3.058082, 64.53038, 1631.295, 1600.736, 2264.886, 39.36153, 0.3704612, 0.294593, 3259.767, 0.6285739, 2.941518, 3.285457, 0.9566204, -0.2388436, 0.1890753, 0.1999111, 0.1965005, 
2016:10, 5185.842, 15259.11, 0, 6.971414, 0.826453, 13.56565, 0, 67.08273, 1.87713, 9.676609, 17.36403, 25.21997, 3.058097, 64.53452, 1631.24, 1600.813, 2264.891, 39.39215, 0.3745244, 0.2946017, 3259.883, 0.628612, 2.942455, 3.281242, 0.9588336, -0.2290124, 0.1890809, 0.1999198, 0.1965081, 
2016:11, 5185.714, 15263.61, 0, 6.970424, 0.8261864, 13.5614, 0, 67.07731, 1.876988, 9.687708, 17.35715, 25.21499, 3.058112, 64.53862, 1631.186, 1600.891, 2264.897, 39.42286, 0.3785806, 0.2946106, 3260.004, 0.6286509, 2.943397, 3.277149, 0.9610384, -0.2193297, 0.1890865, 0.1999287, 0.1965159, 
2016:12, 5185.588, 15268.14, 0, 6.969442, 0.8259187, 13.55713, 0, 67.07182, 1.87684, 9.698853, 17.35025, 25.20994, 3.058125, 64.54272, 1631.133, 1600.969, 2264.903, 39.45365, 0.3826233, 0.2946196, 3260.129, 0.6286902, 2.944342, 3.273181, 0.9632344, -0.2098171, 0.1890922, 0.1999376, 0.1965237, 
2017:1, 5185.993, 15279.44, 0, 6.968819, 0.8260568, 13.54879, 0, 67.0542, 1.881072, 9.721045, 17.34071, 25.20192, 3.057929, 64.60796, 1631.309, 1601.047, 2264.972, 39.47926, 0.4480177, 0.2946351, 3261.193, 0.6288465, 2.94629, 3.280136, 0.965106, -0.09048406, 0.1891018, 0.1999523, 0.1965367, 
2017:2, 5185.759, 15283.27, 0, 6.967813, 0.8258062, 13.54483, 0, 67.0495, 1.880959, 9.731086, 17.3341, 25.1972, 3.057967, 64.61147, 1631.208, 1601.124, 2264.958, 39.50535, 0.4515206, 0.2946431, 3261.212, 0.6288785, 2.947161, 3.275437, 0.9669759, -0.08268326, 0.1891052, 0.1999589, 0.1965422, 
2017:3, 5185.574, 15287.23, 0, 6.966818, 0.8255548, 13.54088, 0, 67.04475, 1.880835, 9.741155, 17.32758, 25.19245, 3.057996, 64.61506, 1631.128, 1601.203, 2264.957, 39.53181, 0.4550761, 0.2946513, 3261.264, 0.6289108, 2.948031, 3.270834, 0.9688417, -0.07483902, 0.1891094, 0.1999661, 0.1965485, 
2017:4, 5185.418, 15291.28, 0, 6.965828, 0.8253028, 13.53693, 0, 67.03998, 1.880703, 9.751248, 17.32109, 25.18764, 3.058018, 64.61867, 1631.061, 1601.281, 2264.96, 39.55854, 0.4586673, 0.2946597, 3261.334, 0.6289434, 2.9489, 3.266338, 0.9707017, -0.06700022, 0.1891139, 0.1999738, 0.196555, 
2017:5, 5185.279, 15295.38, 0, 6.964848, 0.8250502, 13.53299, 0, 67.03519, 1.880566, 9.761352, 17.31465, 25.18283, 3.058037, 64.62229, 1631.001, 1601.359, 2264.965, 39.58546, 0.4622789, 0.2946683, 3261.417, 0.6289762, 2.949769, 3.26196, 0.9725536, -0.05920828, 0.1891186, 0.1999817, 0.1965618, 
2017:6, 5185.148, 15299.5, 0, 6.963879, 0.8247979, 13.52907, 0, 67.03039, 1.880426, 9.77145, 17.30822, 25.17798, 3.058053, 64.62592, 1630.946, 1601.434, 2264.969, 39.61252, 0.4658971, 0.2946769, 3261.507, 0.6290095, 2.950638, 3.257707, 0.9743947, -0.05149808, 0.1891233, 0.1999896, 0.1965687, 
2017:7, 5185.022, 15303.62, 0, 6.962926, 0.8245462, 13.52515, 0, 67.02556, 1.880286, 9.781532, 17.30182, 25.17314, 3.058068, 64.62955, 1630.893, 1601.508, 2264.973, 39.63966, 0.469514, 0.2946857, 3261.604, 0.6290433, 2.951506, 3.253582, 0.9762223, -0.04388661, 0.1891281, 0.1999976, 0.1965757, 
2017:8, 5184.899, 15307.74, 0, 6.961989, 0.8242958, 13.52126, 0, 67.02072, 1.880145, 9.791573, 17.29545, 25.16828, 3.058082, 64.63319, 1630.841, 1601.581, 2264.976, 39.66682, 0.473128, 0.2946947, 3261.704, 0.6290777, 2.95237, 3.249577, 0.9780331, -0.03637149, 0.1891329, 0.2000057, 0.1965826, 
2017:9, 5184.776, 15311.82, 0, 6.961075, 0.8240476, 13.51741, 0, 67.01592, 1.880007, 9.801532, 17.28911, 25.16342, 3.058095, 64.63683, 1630.79, 1601.652, 2264.978, 39.69396, 0.476729, 0.2947036, 3261.806, 0.6291122, 2.953228, 3.245698, 0.9798242, -0.02897366, 0.1891376, 0.2000136, 0.1965894, 
2017:10, 5184.651, 15315.86, 0, 6.960181, 0.8238018, 13.51359, 0, 67.01115, 1.879872, 9.811394, 17.28283, 25.15861, 3.058109, 64.64045, 1630.738, 1601.723, 2264.979, 39.72104, 0.4803078, 0.2947125, 3261.907, 0.6291469, 2.954078, 3.241947, 0.9815934, -0.02171069, 0.1891422, 0.2000215, 0.1965962, 
2017:11, 5184.527, 15319.86, 0, 6.95931, 0.8235589, 13.50983, 0, 67.00642, 1.879739, 9.821141, 17.2766, 25.1538, 3.058122, 64.64404, 1630.686, 1601.792, 2264.98, 39.74799, 0.4838555, 0.2947215, 3262.011, 0.6291819, 2.954919, 3.238326, 0.9833385, -0.01459776, 0.1891468, 0.2000293, 0.1966029, 
2017:12, 5184.403, 15323.8, 0, 6.958467, 0.8233192, 13.50611, 0, 67.00174, 1.87961, 9.830758, 17.27044, 25.14905, 3.058135, 64.6476, 1630.635, 1601.862, 2264.981, 39.7748, 0.4873647, 0.2947304, 3262.115, 0.629217, 2.95575, 3.234834, 0.9850571, -0.007647561, 0.1891513, 0.200037, 0.1966096, 
