Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1991:4, 5308.95, 15972.17, 0, 6.733586, 0.673314, 13.58169, 0, 67.08257, 1.582369, 10.34647, 20.04548, 26.92969, 3.012269, 54.05889, 1708.383, 1275.319, 1962.541, 38.71136, 0.2118564, 0.2987547, 3352.334, 0.6314496, 3.008538, 3.29946, 0.9464481, -0.7447078, 0.1889668, 0.2009134, 0.197108, 
1991:5, 4838.902, 14745.52, 0, 6.64424, 0.6550258, 13.5801, 0, 67.25311, 1.670566, 10.19696, 20.55678, 27.87691, 3.09621, 52.05049, 1510.796, 1107.433, 1712.478, 35.30487, 0.2176901, 0.2980332, 3078.772, 0.6362542, 3.047287, 3.314618, 0.9527092, -0.7300498, 0.1820863, 0.1941593, 0.1902934, 
1991:6, 4347.042, 13410.71, 0, 6.546062, 0.6195419, 13.62814, 0, 67.47308, 1.758876, 9.974303, 21.51005, 29.21206, 3.210207, 48.84591, 1305.286, 911.7086, 1431.529, 31.53127, 0.2270056, 0.2968644, 2788.59, 0.6414914, 3.085021, 3.335134, 0.9532305, -0.6902827, 0.1734668, 0.1855716, 0.1816705, 
1991:7, 3830.071, 11939.45, 0, 6.452809, 0.6010808, 13.70005, 0, 67.65789, 1.93186, 9.656312, 22.16207, 30.27977, 3.377044, 47.26751, 1086.881, 694.6146, 1124.311, 27.99187, 0.2358289, 0.2955319, 2477.905, 0.6469606, 3.117291, 3.344239, 0.950487, -0.6369694, 0.1620792, 0.1740153, 0.1701365, 
1991:8, 3380.902, 10606.58, 0, 6.410663, 0.7910737, 13.46509, 0, 67.28827, 2.63621, 9.408678, 17.9425, 26.83132, 3.591803, 62.6841, 878.5985, 529.233, 873.5532, 27.67511, 0.2427168, 0.2971253, 2192.043, 0.6483604, 3.137203, 3.182122, 0.9741823, -0.5335205, 0.1482854, 0.1596962, 0.1559523, 
1991:9, 3203.521, 10020.71, 0, 6.623223, 0.9427705, 13.22142, 0, 66.80946, 3.13795, 9.265191, 14.91714, 24.15952, 3.710286, 74.91399, 788.5022, 716.9355, 1025.485, 29.2232, 0.249625, 0.2980663, 2083.047, 0.6502368, 3.128031, 3.067985, 0.9875978, -0.4581603, 0.1415911, 0.1525438, 0.1489422, 
1991:10, 3294.318, 10251.7, 0, 6.645718, 0.8753579, 13.23973, 0, 67.1451, 2.906828, 9.187265, 15.65502, 25.45069, 3.672232, 68.96874, 828.1199, 1006.032, 1332.614, 28.92877, 0.2558263, 0.2952192, 2128.336, 0.6460626, 3.111934, 3.08092, 0.988747, -0.4239576, 0.1456888, 0.1566936, 0.1530999, 
1991:11, 3368.983, 10429.73, 0, 6.619887, 0.8252496, 13.30475, 0, 67.43064, 2.735705, 9.083789, 16.41844, 26.38665, 3.637023, 64.5526, 861.7498, 986.9229, 1328.681, 28.21676, 0.2635746, 0.2932739, 2164.156, 0.6423768, 3.095809, 3.092212, 0.9885367, -0.3780102, 0.1488631, 0.1598777, 0.1562988, 
1991:12, 3378.602, 10419.75, 0, 6.607952, 0.8282634, 13.3247, 0, 67.52705, 2.738314, 8.973699, 16.45662, 26.46925, 3.635255, 64.53152, 864.8672, 927.5771, 1271.59, 27.91601, 0.2700738, 0.2924421, 2163.235, 0.6402752, 3.084042, 3.08378, 0.9888568, -0.3370862, 0.1494526, 0.1603984, 0.1568502, 
1992:1, 3378.664, 10395.22, 0, 6.558241, 0.8001835, 13.36287, 0, 67.72318, 2.687271, 8.86825, 16.99976, 27.0427, 3.639265, 62.25783, 866.1341, 930.8472, 1276.147, 27.07793, 0.3429032, 0.2912353, 2154.024, 0.6375372, 3.076725, 3.011563, 0.9880821, -0.06060585, 0.1498622, 0.1607485, 0.1572264, 
1992:2, 3327.659, 10224.86, 0, 6.484212, 0.7657136, 13.41148, 0, 67.94829, 2.652566, 8.737738, 17.677, 27.71794, 3.672298, 59.56917, 846.5824, 870.3118, 1207.981, 25.81623, 0.3459094, 0.2899996, 2112.6, 0.6348608, 3.072689, 3.028194, 0.9860027, -0.03518094, 0.1485277, 0.1593175, 0.1558277, 
1992:3, 3222.082, 9889.188, 0, 6.446066, 0.786525, 13.40009, 0, 67.97812, 2.796527, 8.59268, 17.35726, 27.40718, 3.740565, 61.34849, 800.0406, 777.0909, 1095.894, 25.13466, 0.3393625, 0.2896164, 2040.405, 0.6332567, 3.069192, 3.020411, 0.9859296, -0.0526475, 0.1448678, 0.1554866, 0.1520468, 
1992:4, 3132.273, 9600.464, 0, 6.398227, 0.7756832, 13.40971, 0, 68.11153, 2.858398, 8.446453, 17.52603, 27.60813, 3.80725, 60.67706, 762.0356, 767.1776, 1070.626, 24.17783, 0.3289788, 0.2886703, 1976.123, 0.630891, 3.065015, 3.031309, 0.9843203, -0.08608131, 0.1417482, 0.152201, 0.1488115, 
1992:5, 3032.76, 9279.353, 0, 6.345083, 0.7638357, 13.42092, 0, 68.24848, 2.9347, 8.286969, 17.687, 27.77126, 3.888097, 60.00829, 720.0032, 718.7502, 1005.121, 23.14959, 0.3247603, 0.2876854, 1905.036, 0.6281524, 3.059705, 3.034717, 0.9825245, -0.09201474, 0.1380397, 0.1482935, 0.1449636, 
1992:6, 2951.393, 8997.263, 0, 6.543409, 0.9500613, 13.2124, 0, 67.55856, 3.501322, 8.234264, 14.54698, 24.40265, 3.948156, 74.82858, 672.7084, 666.6378, 933.9274, 25.42522, 0.3357063, 0.290331, 1862.961, 0.6312143, 3.048481, 2.922142, 0.9834837, -0.05273707, 0.1336055, 0.1436068, 0.1403524, 
1992:7, 3119.958, 9466.903, 0, 6.841912, 1.074929, 13.13277, 0, 67.04791, 3.564888, 8.337592, 13.11366, 23.2321, 3.811909, 83.24619, 735.2303, 980.6484, 1275.052, 29.67579, 0.3580177, 0.2917518, 1992.747, 0.6387094, 3.034305, 2.867399, 0.9697059, 0.01185849, 0.1401555, 0.1503901, 0.147082, 
1992:8, 3615.819, 10846.76, 0, 7.087772, 1.109234, 13.2497, 0, 66.83431, 3.12864, 8.590352, 13.18276, 23.44172, 3.525035, 83.85902, 941.895, 1434.785, 1816.548, 34.89927, 0.3865428, 0.2918696, 2326.273, 0.6433599, 2.999808, 2.865423, 0.9510848, 0.08466308, 0.1572808, 0.1678589, 0.1644865, 
1992:9, 4367.259, 12836.68, 0, 7.243727, 1.056384, 13.43987, 0, 66.82126, 2.557081, 8.881678, 14.07224, 23.66267, 3.257124, 79.46876, 1261.364, 1904.138, 2420.156, 39.52512, 0.4106137, 0.2915956, 2790.691, 0.6390029, 2.939298, 2.89728, 0.9369495, 0.1326605, 0.176144, 0.1865789, 0.1832981, 
1992:10, 5153.133, 14850.6, 0, 7.269844, 0.9541535, 13.60443, 0, 66.95264, 2.09227, 9.126657, 15.33457, 23.85524, 3.081878, 72.8734, 1599.202, 2208.099, 2865.5, 42.32951, 0.4348639, 0.291445, 3241.653, 0.6290645, 2.881858, 2.941061, 0.9294268, 0.179381, 0.1900356, 0.2000634, 0.1969401, 
1992:11, 5745.055, 16341.32, 0, 7.295572, 0.9119813, 13.69285, 0, 66.89197, 1.870057, 9.337574, 15.89227, 23.58633, 2.986967, 70.94277, 1852.431, 2254.87, 3017.778, 45.21387, 0.4562663, 0.2920774, 3578.814, 0.6229382, 2.844415, 2.965623, 0.9233017, 0.2054193, 0.1978058, 0.2075574, 0.2045335, 
1992:12, 6243.333, 17581.55, 0, 7.34968, 0.9027833, 13.74432, 0, 66.714, 1.748299, 9.540921, 16.00467, 23.09381, 2.923801, 71.49133, 2063.857, 2364.162, 3214.911, 48.69793, 0.4779127, 0.2929411, 3867.376, 0.619441, 2.816053, 2.976849, 0.9173943, 0.2257125, 0.2030946, 0.2126576, 0.2096999, 
1993:1, 6750.526, 18876.11, 0, 7.304938, 0.8431461, 13.78792, 0, 66.74371, 1.59161, 9.728659, 16.71709, 23.16408, 2.870591, 68.27833, 2283.337, 2570.519, 3512.204, 50.44416, 0.7176979, 0.2933409, 4140.664, 0.6133838, 2.796242, 2.928511, 0.9144828, 0.6165073, 0.2077421, 0.2171324, 0.2142342, 
1993:2, 7081.328, 19732.53, 0, 7.260179, 0.8019476, 13.81621, 0, 66.76653, 1.488716, 9.866421, 17.2517, 23.2687, 2.839593, 65.93671, 2427.846, 2545.535, 3546.54, 51.42276, 0.7255871, 0.2938576, 4317.149, 0.6096525, 2.786558, 2.957261, 0.9136077, 0.6097037, 0.210269, 0.219628, 0.2167407, 
1993:3, 7268.511, 20205.31, 0, 7.357386, 0.844403, 13.80408, 0, 66.44968, 1.512427, 10.03202, 16.64635, 22.56954, 2.823914, 70.00443, 2503.909, 2485.569, 3517.389, 54.69738, 0.7350762, 0.2949421, 4446.353, 0.6117282, 2.779841, 2.947, 0.9110575, 0.5979609, 0.2113676, 0.2207966, 0.2178859, 
1993:4, 7629.791, 21091.04, 0, 7.418222, 0.8440058, 13.82141, 0, 66.27393, 1.46301, 10.17943, 16.52495, 22.16138, 2.797439, 71.006, 2656.414, 2774.449, 3869.28, 58.04772, 0.7490134, 0.2955656, 4657.669, 0.6104583, 2.764302, 2.950927, 0.9073687, 0.6043476, 0.2137696, 0.2231252, 0.2202394, 
1993:5, 8032.85, 22188.5, 0, 7.075421, 0.641207, 13.91582, 0, 67.03254, 1.17585, 10.15918, 19.51254, 24.24395, 2.765656, 55.1021, 2849.398, 3001.562, 4175.765, 52.96206, 0.7367394, 0.2946924, 4799.917, 0.597536, 2.762221, 3.059997, 0.9084564, 0.6044647, 0.2164744, 0.2257214, 0.2228723, 
1993:6, 7587.489, 21242.43, 0, 6.848908, 0.5550439, 13.94078, 0, 67.43855, 1.103281, 10.11344, 21.66267, 26.19218, 2.786009, 47.14482, 2676.281, 2131.496, 3231.355, 47.05011, 0.693347, 0.2947263, 4534.141, 0.5975813, 2.799666, 3.153719, 0.9112578, 0.5175907, 0.2133042, 0.2230202, 0.2200131, 
1993:7, 6724.451, 19208.84, 0, 6.696888, 0.5039204, 13.97318, 0, 67.7336, 1.116066, 9.976373, 23.72636, 28.43046, 2.844836, 41.5742, 2322.165, 1509.088, 2459.46, 40.65712, 0.6328411, 0.2946414, 4067.277, 0.604849, 2.856566, 3.253502, 0.9121043, 0.3883702, 0.2063889, 0.2167846, 0.2135433, 
1993:8, 5693.72, 16636.87, 0, 6.644824, 0.4604984, 14.07618, 0, 67.91292, 1.176327, 9.729249, 26.11158, 31.16022, 2.948347, 36.64984, 1894.507, 1017.001, 1787.832, 34.23953, 0.5683388, 0.294107, 3523.939, 0.6189169, 2.921968, 3.372865, 0.9061024, 0.2494154, 0.1957974, 0.2069101, 0.2034102, 
1993:9, 4697.327, 14125.17, 0, 6.478676, 0.6018459, 13.89428, 0, 67.89497, 1.643692, 9.486539, 23.37074, 30.15574, 3.122303, 46.93834, 1457.505, 626.132, 1214.35, 31.12774, 0.5138301, 0.2950326, 2962.726, 0.6307259, 3.007065, 3.288651, 0.9265313, 0.1134915, 0.1808402, 0.1924832, 0.1887681, 
1993:10, 4032.382, 12327.08, 0, 6.430183, 0.7215739, 13.73726, 0, 67.75426, 2.11824, 9.23847, 20.7377, 28.77929, 3.309093, 55.90607, 1162.67, 658.0423, 1123.798, 29.20203, 0.4646424, 0.2955401, 2575.006, 0.6385819, 3.057022, 3.207796, 0.9413689, -0.008241179, 0.1669968, 0.1786462, 0.1748894, 
1993:11, 3641.923, 11204.03, 0, 6.529025, 0.8573282, 13.53883, 0, 67.38405, 2.612136, 9.078632, 17.672, 26.54981, 3.469297, 66.49085, 983.2675, 713.2629, 1105.025, 29.10624, 0.4208139, 0.2963436, 2344.464, 0.6437435, 3.076405, 3.118291, 0.9553651, -0.1211863, 0.1563868, 0.1677522, 0.1640617, 
1993:12, 3530.669, 10838.87, 0, 6.827354, 1.022733, 13.31551, 0, 66.73822, 3.02017, 9.076013, 14.62349, 23.96467, 3.530285, 79.14754, 920.9611, 888.6306, 1255.474, 31.98689, 0.3907892, 0.2976217, 2294.113, 0.6497672, 3.069921, 3.03534, 0.9606894, -0.1975868, 0.1525645, 0.1636992, 0.1600814, 
1994:1, 3792.965, 11535.82, 0, 7.067689, 1.073924, 13.25954, 0, 66.47976, 2.911315, 9.20777, 13.80936, 23.40441, 3.424789, 82.36072, 1025.143, 1312.876, 1724.391, 36.11255, 0.3988413, 0.2970037, 2468.799, 0.6508888, 3.041373, 2.99577, 0.9525694, -0.1704666, 0.1603924, 0.1715652, 0.1679678, 
1994:2, 4358.823, 13028.25, 0, 7.194328, 1.028643, 13.35841, 0, 66.52984, 2.501885, 9.386885, 14.36044, 23.63558, 3.244906, 78.60543, 1264.676, 1752.543, 2265.048, 39.75158, 0.3918316, 0.2955578, 2811.678, 0.6450544, 2.988939, 3.024569, 0.9426362, -0.2094633, 0.1743242, 0.1853856, 0.1818699, 
1994:3, 5009.566, 14665.25, 0, 7.381955, 1.041958, 13.45765, 0, 66.28099, 2.251942, 9.585504, 14.27289, 22.85198, 3.098055, 80.192, 1536.812, 2025.791, 2652.762, 45.47266, 0.4008553, 0.295533, 3208.985, 0.6405714, 2.927449, 3.02473, 0.9281655, -0.2015226, 0.1862534, 0.1969756, 0.1936022, 
1994:4, 5835.071, 16774.54, 0, 7.139592, 0.7864208, 13.66384, 0, 67.10431, 1.666555, 9.639301, 17.41264, 24.71085, 2.968463, 62.07145, 1903.616, 2516.623, 3297.039, 43.26477, 0.4061612, 0.2932932, 3621.598, 0.6206605, 2.874779, 3.12602, 0.9280486, -0.2199665, 0.1980774, 0.2082509, 0.2050806, 
1994:5, 5929.78, 17060.62, 0, 6.960406, 0.6987126, 13.73499, 0, 67.44955, 1.5199, 9.636421, 19.06293, 25.87902, 2.950934, 55.48814, 1953.971, 1926.097, 2726.708, 40.66871, 0.4040537, 0.293068, 3649.967, 0.6155316, 2.877108, 3.185009, 0.9287372, -0.249849, 0.1991422, 0.2093637, 0.2061775, 
1994:6, 5654.928, 16417.97, 0, 6.800638, 0.6529546, 13.76561, 0, 67.7172, 1.501928, 9.561678, 20.3454, 27.13022, 2.981703, 51.5466, 1844.997, 1552.456, 2306.675, 37.39387, 0.3968982, 0.2929181, 3483.762, 0.6160577, 2.903303, 3.233248, 0.9303208, -0.2837864, 0.1958455, 0.2063379, 0.2030552, 
1994:7, 5195.781, 15275.81, 0, 6.727318, 0.6906705, 13.72638, 0, 67.72424, 1.66349, 9.467907, 20.0881, 27.38192, 3.050365, 53.90348, 1649.427, 1234.536, 1906.494, 35.20126, 0.3857413, 0.2932881, 3229.973, 0.6216531, 2.940041, 3.232404, 0.9363338, -0.3071839, 0.1894985, 0.2003368, 0.1969259, 
1994:8, 4794.667, 14235.3, 0, 6.770959, 0.7984003, 13.62461, 0, 67.44551, 1.954541, 9.405982, 18.3617, 26.38679, 3.128121, 61.72242, 1471.04, 1130.692, 1728.049, 34.95322, 0.3738266, 0.2942263, 3017.025, 0.6292461, 2.968987, 3.184011, 0.9454262, -0.3190506, 0.1828537, 0.1939186, 0.1904171, 
1994:9, 4605.158, 13728.99, 0, 6.822465, 0.8465307, 13.56399, 0, 67.30604, 2.100475, 9.360505, 17.50363, 25.91567, 3.172908, 65.16387, 1386.236, 1251.515, 1813.669, 35.01224, 0.3700374, 0.2944352, 2915.075, 0.6330022, 2.981221, 3.156658, 0.9492183, -0.3098494, 0.1794107, 0.1905196, 0.1869961, 
1994:10, 4532.507, 13542.1, 0, 6.73399, 0.7673757, 13.60675, 0, 67.63039, 1.992813, 9.268676, 18.67447, 27.08274, 3.191867, 59.02434, 1360.993, 1332.393, 1884.161, 33.00529, 0.3590068, 0.2931939, 2858.482, 0.6306625, 2.987772, 3.200147, 0.9489223, -0.3469613, 0.1784002, 0.1894858, 0.185969, 
1994:11, 4327.213, 12997.55, 0, 6.650558, 0.7363641, 13.62897, 0, 67.81331, 2.015013, 9.155798, 19.27612, 27.83414, 3.245349, 56.49797, 1276.86, 1126.344, 1642.941, 30.94949, 0.3473823, 0.2925118, 2731.551, 0.6312494, 3.003676, 3.225281, 0.9503993, -0.3775339, 0.1745069, 0.1856349, 0.1820946, 
1994:12, 4057.546, 12266.98, 0, 6.577739, 0.7367274, 13.62332, 0, 67.90659, 2.132301, 9.023321, 19.35258, 28.19477, 3.327978, 56.42881, 1162.794, 971.9237, 1440.92, 29.1268, 0.3382507, 0.292035, 2568.435, 0.633002, 3.023251, 3.229776, 0.9532579, -0.390907, 0.1686752, 0.1798171, 0.1762575, 
1995:1, 3796.566, 11541.67, 0, 6.555356, 0.7853482, 13.56047, 0, 67.81856, 2.369223, 8.911055, 18.44574, 27.6671, 3.425442, 60.20149, 1048.142, 872.9316, 1294.25, 28.20181, 0.3695023, 0.2920718, 2412.346, 0.635402, 3.04003, 3.217968, 0.9582494, -0.2950066, 0.1621309, 0.1732002, 0.1696478, 
1995:2, 3616.275, 11022.72, 0, 6.537521, 0.7990909, 13.52491, 0, 67.83692, 2.511763, 8.789787, 18.06442, 27.54423, 3.50717, 61.3466, 969.7625, 880.9665, 1269.932, 27.27368, 0.3676386, 0.291558, 2299.508, 0.6358775, 3.048088, 3.195099, 0.9606611, -0.2746515, 0.1572075, 0.1681545, 0.1646316, 
1995:3, 3468.998, 10588.23, 0, 6.461806, 0.7457479, 13.56692, 0, 68.10155, 2.499529, 8.62446, 18.89869, 28.49887, 3.584887, 57.37545, 910.2974, 860.3359, 1224.875, 25.43674, 0.3651335, 0.2900067, 2199.649, 0.6340877, 3.052244, 3.209235, 0.9588205, -0.2555009, 0.1531791, 0.1639872, 0.1605023, 
1995:4, 3261.524, 9966.92, 0, 6.357514, 0.6884058, 13.63879, 0, 68.39266, 2.52459, 8.398067, 19.97866, 29.60172, 3.709376, 53.28556, 825.9794, 727.0757, 1056.754, 23.17875, 0.357596, 0.2882204, 2061.628, 0.6321058, 3.055909, 3.236037, 0.9534464, -0.2556293, 0.1467559, 0.1573338, 0.1539101, 
1995:5, 3012.801, 9203.267, 0, 6.293015, 0.7442249, 13.56348, 0, 68.32687, 2.907298, 8.165091, 18.69981, 28.34625, 3.892511, 58.37981, 715.6196, 573.9885, 858.0807, 22.19362, 0.3493242, 0.2880981, 1895.939, 0.6292946, 3.054721, 3.187541, 0.9566231, -0.2512947, 0.1371052, 0.1472359, 0.1439369, 
1995:6, 2845.627, 8663.372, 0, 6.315414, 0.8071375, 13.44161, 0, 68.18114, 3.286327, 7.968365, 17.17724, 26.76947, 4.048908, 64.08535, 638.7281, 581.2618, 833.9437, 21.93336, 0.3476684, 0.2881399, 1781.55, 0.6260659, 3.044451, 3.1229, 0.9597992, -0.2126816, 0.129561, 0.1392291, 0.1360685, 
1995:7, 2760.055, 8368, 0, 6.268319, 0.7462266, 13.48335, 0, 68.50012, 3.240757, 7.761248, 18.00249, 27.75406, 4.154715, 59.62128, 604.6975, 638.7549, 877.9391, 20.581, 0.3365634, 0.2858498, 1715.264, 0.6214599, 3.031823, 3.142135, 0.9546287, -0.2203939, 0.1261083, 0.1355217, 0.1324427, 
1995:8, 2630.709, 7923.37, 0, 6.156606, 0.6307739, 13.65154, 0, 69.01746, 3.078261, 7.465383, 20.22044, 29.83011, 4.329662, 51.07191, 556.5295, 549.377, 768.9434, 18.27609, 0.3102531, 0.282346, 1619.451, 0.615595, 3.011876, 3.226368, 0.9391143, -0.3163169, 0.1206072, 0.1296254, 0.1266688, 
1995:9, 2419.368, 7190.334, 0, 6.030235, 0.573614, 13.74867, 0, 69.35344, 3.248786, 7.045247, 21.35238, 30.1254, 4.675011, 48.04864, 469.462, 380.4763, 564.1495, 16.26405, 0.2839086, 0.2795156, 1463.414, 0.6048745, 2.971989, 3.283102, 0.922075, -0.4296439, 0.1091844, 0.1172792, 0.1146073, 
1995:10, 2284.487, 6681.869, 0, 6.705003, 1.114984, 12.72357, 0, 66.99766, 5.509055, 6.94973, 10.5957, 16.58066, 4.837639, 96.09039, 376.1413, 276.472, 422.0931, 22.87128, 0.273227, 0.2920257, 1372.693, 0.600876, 2.924889, 2.95276, 0.9386782, -0.4094958, 0.09495249, 0.1016548, 0.0994238, 
1995:11, 2620.488, 7793.71, 0, 7.062214, 1.23123, 12.80029, 0, 66.74744, 4.79916, 7.359678, 10.79447, 19.96247, 4.297756, 98.58707, 511.1469, 1082.462, 1286.093, 30.46149, 0.2814652, 0.2916566, 1643.984, 0.6273581, 2.974145, 2.954682, 0.9145596, -0.3814898, 0.1163433, 0.125001, 0.122175, 
1995:12, 3625.641, 10700.84, 0, 7.213168, 1.120944, 13.37224, 0, 67.07799, 3.147125, 8.068521, 13.18976, 23.77882, 3.533423, 83.21721, 942.8816, 1845.399, 2230.503, 35.00296, 0.3013387, 0.2890749, 2322.762, 0.6406485, 2.951433, 3.009297, 0.905518, -0.3282681, 0.1584201, 0.1686042, 0.16538, 
1996:1, 4564.307, 13174.83, 0, 7.385471, 1.075333, 13.5918, 0, 66.88837, 2.501697, 8.557338, 14.07263, 23.53607, 3.210942, 79.91489, 1341.57, 2084.683, 2636.731, 40.57462, 0.4365734, 0.2899684, 2905.393, 0.6365465, 2.886492, 2.91673, 0.8903937, 0.06531726, 0.1806524, 0.1906064, 0.1875, 
1996:2, 5504.508, 15555.33, 0, 7.40161, 0.9671732, 13.75903, 0, 66.95068, 2.013428, 8.908084, 15.36026, 23.49559, 3.026783, 73.64561, 1744.954, 2443.237, 3163.812, 44.17278, 0.4834682, 0.290417, 3442.053, 0.6253154, 2.825925, 2.951637, 0.8830484, 0.161076, 0.1954069, 0.2048642, 0.2019391, 
1996:3, 6218.345, 17355.6, 0, 7.337158, 0.8748158, 13.85448, 0, 67.04285, 1.722736, 9.167963, 16.48758, 23.60148, 2.930195, 68.44066, 2053.72, 2521.135, 3370.039, 46.12554, 0.521446, 0.2910166, 3829.765, 0.6158817, 2.791031, 2.987364, 0.8798023, 0.2274228, 0.2034904, 0.2126456, 0.209825, 
1996:4, 6650.577, 18456.1, 0, 7.326161, 0.8525889, 13.88596, 0, 66.93423, 1.614804, 9.386273, 16.80702, 23.36581, 2.882358, 67.96095, 2239.378, 2451.235, 3376.644, 48.39717, 0.5703006, 0.2920149, 4072.283, 0.6123203, 2.775112, 2.992838, 0.8772941, 0.3246488, 0.2073013, 0.2163926, 0.213594, 
1996:5, 6989.56, 19328.03, 0, 7.317134, 0.8335775, 13.90215, 0, 66.84378, 1.537028, 9.566326, 17.05227, 23.20616, 2.849571, 67.50134, 2385.345, 2514.23, 3499.548, 50.3559, 0.6132813, 0.2928628, 4262.383, 0.6098213, 2.765271, 2.998578, 0.875438, 0.405065, 0.2098867, 0.2189718, 0.2161755, 
1996:6, 7260.278, 20042.02, 0, 7.281213, 0.8019589, 13.91404, 0, 66.83354, 1.459349, 9.709902, 17.45615, 23.26503, 2.825453, 65.83625, 2503.761, 2566.036, 3599.678, 51.4136, 0.6374255, 0.2935047, 4408.685, 0.6072336, 2.760503, 3.016376, 0.8746595, 0.436673, 0.2117291, 0.2208472, 0.21804, 
1996:7, 7427.239, 20473.74, 0, 7.36753, 0.8374648, 13.89718, 0, 66.54213, 1.478184, 9.877491, 16.91856, 22.64958, 2.81203, 69.32588, 2571.912, 2528.22, 3589.245, 54.40214, 0.6416787, 0.2945742, 4525.142, 0.6092631, 2.756575, 3.010223, 0.8734517, 0.4180007, 0.2125916, 0.2218107, 0.2189698, 
1996:8, 7742.931, 21271.37, 0, 7.371355, 0.813477, 13.91133, 0, 66.48517, 1.40937, 10.0093, 17.12143, 22.55146, 2.789111, 68.30125, 2707.827, 2781.844, 3898.724, 56.37897, 0.6533834, 0.2950749, 4700.157, 0.6070256, 2.747199, 3.020509, 0.8717704, 0.4451564, 0.2145757, 0.2237685, 0.2209366, 
1996:9, 8036.818, 21988.14, 0, 7.471513, 0.8386815, 13.91044, 0, 66.1965, 1.402524, 10.18038, 16.64357, 21.92075, 2.770436, 71.2859, 2829.636, 2845.389, 4012.195, 60.27925, 0.670244, 0.2959378, 4885.903, 0.60794, 2.735925, 3.008516, 0.8699484, 0.4732594, 0.2161811, 0.2253816, 0.2225472, 
1996:10, 8518.994, 23125.18, 0, 7.594232, 0.8564102, 13.93084, 0, 65.88338, 1.368718, 10.36643, 16.19647, 21.20885, 2.743832, 74.16611, 3030.614, 3169.64, 4419.692, 65.83556, 0.6794654, 0.296652, 5175.758, 0.6075551, 2.714543, 3.003163, 0.8668614, 0.4687749, 0.2188121, 0.2279, 0.2251034, 
1996:11, 9245.104, 24858.17, 0, 7.602686, 0.8079014, 13.98344, 0, 65.82729, 1.250022, 10.52867, 16.53576, 21.03102, 2.708704, 72.03502, 3341.075, 3630.162, 5009.072, 70.00684, 0.6847084, 0.2968836, 5566.746, 0.602129, 2.688793, 3.02392, 0.8654246, 0.4596436, 0.2224423, 0.2313005, 0.2285803, 
1996:12, 9920.463, 26464.05, 0, 7.65027, 0.7885379, 14.01885, 0, 65.64781, 1.176834, 10.7177, 16.53591, 20.64388, 2.681182, 72.22832, 3627.805, 3806.38, 5303.829, 75.04732, 0.6947966, 0.2974018, 5943.207, 0.5990856, 2.667623, 3.034212, 0.8658339, 0.4471767, 0.2252375, 0.2339604, 0.2312847, 
1997:1, 10605.58, 28233.66, 0, 7.349048, 0.6320929, 14.08142, 0, 66.20196, 0.9741883, 10.76129, 18.68238, 21.99588, 2.652533, 59.77067, 3938.513, 4108.36, 5733.699, 71.56175, 0.6816703, 0.2970589, 6229.066, 0.5873385, 2.662151, 3.139448, 0.8702012, 0.3940978, 0.2278122, 0.2364068, 0.2337733, 
1997:2, 10367.95, 27904.33, 0, 7.039529, 0.5181305, 14.0978, 0, 66.71909, 0.861186, 10.76425, 21.10991, 23.94643, 2.651786, 48.94464, 3860.854, 3279.123, 4869.028, 64.11752, 0.6688041, 0.2972027, 6042.811, 0.5828358, 2.691403, 3.231221, 0.8763725, 0.3480747, 0.2266288, 0.2355842, 0.2328321, 
1997:3, 9381.903, 25763.27, 0, 6.927698, 0.517872, 14.01892, 0, 66.83627, 0.9135069, 10.78573, 21.80599, 24.96684, 2.682629, 47.49236, 3449.787, 2318.315, 3733.815, 58.13321, 0.6537619, 0.2980225, 5529.954, 0.5894277, 2.74606, 3.26791, 0.890672, 0.2897967, 0.2220381, 0.2317106, 0.2287197, 
1997:4, 8306.634, 23327.98, 0, 6.887938, 0.5590264, 13.90118, 0, 66.82741, 1.038298, 10.78614, 21.57302, 25.43344, 2.730546, 49.5374, 2992.577, 1874.163, 3097.006, 53.367, 0.64148, 0.2988878, 4980.09, 0.5995317, 2.808355, 3.27158, 0.9091843, 0.2310824, 0.2160496, 0.22645, 0.2232116, 
1997:5, 7362.1, 21125.02, 0, 6.84248, 0.5878513, 13.80262, 0, 66.85963, 1.162312, 10.74512, 21.45067, 26.01293, 2.787124, 50.53512, 2590.934, 1653.006, 2707.199, 48.84534, 0.6348553, 0.2994091, 4485.465, 0.6092643, 2.869428, 3.272461, 0.9261812, 0.1991779, 0.2096046, 0.2206163, 0.2171643, 
1997:6, 6522.322, 19106.78, 0, 6.774422, 0.5917574, 13.74183, 0, 66.96793, 1.268087, 10.65595, 21.76197, 26.95616, 2.853866, 49.55346, 2235.88, 1438.44, 2343.949, 44.12022, 0.6308674, 0.2994987, 4033.062, 0.6183476, 2.929445, 3.282492, 0.9397862, 0.2008061, 0.2025774, 0.2140936, 0.2104588, 
