Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2003:10, 9382.322, 24893.09, 0, 7.653509, 0.8166134, 14.12901, 0, 65.96842, 1.236959, 10.19548, 16.5994, 21.00005, 2.704715, 72.22965, 3396.647, 3593.045, 4998.383, 69.47211, 0.3628383, 0.2958516, 5625.621, 0.5995979, 2.65319, 3.191084, 0.8038315, -0.1762509, 0.2234852, 0.2319441, 0.2293551, 
2003:11, 10075.2, 26608.59, 0, 7.504763, 0.716088, 14.1766, 0, 66.2001, 1.083111, 10.31934, 17.76436, 21.54261, 2.674811, 65.31521, 3701.381, 3909.515, 5440.587, 69.85271, 0.357244, 0.2960272, 5959.646, 0.5915164, 2.640998, 3.247129, 0.8011822, -0.2062393, 0.2262584, 0.2346142, 0.2320588, 
2003:12, 10301.59, 27239.13, 0, 7.464474, 0.6943014, 14.16878, 0, 66.16864, 1.045086, 10.45871, 18.04822, 21.62673, 2.664546, 64.12895, 3802.042, 3587.888, 5158.888, 70.59332, 0.3499471, 0.2967619, 6081.831, 0.5903778, 2.644167, 3.279486, 0.8020552, -0.2419494, 0.2267634, 0.2352856, 0.2326757, 
2004:1, 10354.44, 27524.75, 0, 7.292489, 0.6269587, 14.1628, 0, 66.42197, 0.9736119, 10.52217, 19.20506, 22.48696, 2.658447, 58.36838, 3836.554, 3502.813, 5086.046, 67.63791, 0.4153995, 0.2970908, 6078.083, 0.5870025, 2.658256, 3.269293, 0.8010048, -0.1017144, 0.226672, 0.2353986, 0.2327216, 
2004:2, 9965.419, 26760.43, 0, 7.162444, 0.5921972, 14.13607, 0, 66.61573, 0.9564817, 10.53709, 20.09412, 23.34415, 2.667517, 54.6165, 3681.224, 3008.103, 4524.238, 63.47771, 0.3875214, 0.2976024, 5858.048, 0.5878376, 2.685329, 3.330652, 0.8019999, -0.1709331, 0.2247638, 0.2338909, 0.2310817, 
2004:3, 9288.541, 25295.53, 0, 7.040555, 0.56775, 14.101, 0, 66.82052, 0.9686703, 10.50151, 20.99759, 24.38127, 2.68921, 51.28384, 3402.719, 2550.959, 3948.907, 58.24391, 0.3701806, 0.2980566, 5491.484, 0.5912107, 2.723305, 3.380962, 0.8032055, -0.2060054, 0.2214415, 0.231076, 0.2280974, 
2004:4, 8457.756, 23377.86, 0, 7.164018, 0.6799641, 13.9655, 0, 66.48631, 1.161043, 10.54316, 19.2839, 23.54135, 2.729683, 59.6633, 3038.776, 2091.642, 3336.497, 57.42982, 0.3609817, 0.299349, 5098.589, 0.60283, 2.764073, 3.343686, 0.8175308, -0.2288174, 0.2166422, 0.2268619, 0.2236847, 
2004:5, 8008.826, 22341.93, 0, 7.132006, 0.6798149, 13.925, 0, 66.57649, 1.202047, 10.48464, 19.41522, 23.95093, 2.753917, 58.74131, 2849.417, 2292.553, 3458.098, 54.88993, 0.3574179, 0.2994457, 4856.425, 0.6063841, 2.789664, 3.351771, 0.8212508, -0.2294121, 0.2138596, 0.2243417, 0.2210739, 
2004:6, 7576.727, 21328.57, 0, 7.104105, 0.6845332, 13.88944, 0, 66.64497, 1.252391, 10.42455, 19.46435, 24.30651, 2.780417, 58.26781, 2666.764, 2124.277, 3213.36, 52.33739, 0.3594804, 0.2995552, 4623.624, 0.6102403, 2.815011, 3.349817, 0.8254324, -0.2223368, 0.2108901, 0.2216281, 0.2182708, 
2004:7, 7160.048, 20318.29, 0, 7.151067, 0.7367892, 13.8259, 0, 66.52592, 1.367298, 10.39303, 18.68577, 24.01692, 2.81163, 61.76432, 2484.818, 1969.804, 2983.01, 51.38324, 0.364667, 0.2999537, 4411.865, 0.6161781, 2.837731, 3.320687, 0.8334123, -0.2035436, 0.2076619, 0.2186339, 0.2151933, 
2004:8, 6922.167, 19709, 0, 7.258866, 0.8072035, 13.76332, 0, 66.28857, 1.488407, 10.39363, 17.56046, 23.31867, 2.833636, 66.99197, 2375.865, 2023.539, 2991.749, 52.34603, 0.3819515, 0.3003229, 4302.356, 0.6215332, 2.84723, 3.268853, 0.8413483, -0.1450622, 0.205672, 0.2167325, 0.2132594, 
2004:9, 6963.98, 19752.73, 0, 7.428512, 0.8816444, 13.72432, 0, 65.94519, 1.573459, 10.44687, 16.35636, 22.32062, 2.83424, 73.07667, 2384.013, 2254.863, 3227.293, 55.87407, 0.4122671, 0.3005529, 4352.41, 0.6249888, 2.836414, 3.206679, 0.8460922, -0.05370482, 0.206081, 0.2170325, 0.2135975, 
2004:10, 7362.826, 20701.53, 0, 7.412058, 0.8253093, 13.77116, 0, 66.07891, 1.452835, 10.45973, 16.87974, 22.48215, 2.805208, 69.35793, 2555.341, 2705.146, 3749.862, 57.13723, 0.4512125, 0.2996137, 4556.103, 0.6187981, 2.811629, 3.194272, 0.8452189, 0.06056084, 0.209594, 0.220195, 0.2168836, 
2004:11, 7676.078, 21451.68, 0, 7.401511, 0.7937813, 13.80579, 0, 66.1229, 1.378853, 10.49716, 17.18676, 22.50532, 2.783881, 67.48906, 2689.841, 2718.677, 3819.746, 58.15981, 0.4904079, 0.2992265, 4719.601, 0.6148454, 2.794614, 3.184121, 0.8455281, 0.1593858, 0.2120069, 0.2223915, 0.2191556, 
2004:12, 7891.826, 22000.89, 0, 7.301652, 0.7305757, 13.84559, 0, 66.34586, 1.282298, 10.49402, 18.08805, 23.07579, 2.768525, 62.71249, 2787.84, 2732.143, 3873.993, 56.99794, 0.5263793, 0.2987385, 4813.316, 0.6099116, 2.787807, 3.198542, 0.8454959, 0.2383685, 0.2135959, 0.2238487, 0.2206585, 
2005:1, 7842.334, 21887.37, 0, 7.272176, 0.7211977, 13.85681, 0, 66.40836, 1.270525, 10.47094, 18.311, 23.2739, 2.770445, 61.81423, 2768.898, 2493.183, 3626.947, 56.11215, 0.3791162, 0.2988054, 4782.432, 0.6098226, 2.790926, 3.371043, 0.8494177, -0.1215424, 0.2132377, 0.2235469, 0.2203372, 
2005:2, 7696.602, 21588.65, 0, 7.145707, 0.668726, 13.87179, 0, 66.67022, 1.222993, 10.42056, 19.3296, 24.18138, 2.776768, 57.14399, 2714.64, 2389.862, 3500.553, 53.03002, 0.4006745, 0.2985103, 4681.764, 0.6082898, 2.804959, 3.389666, 0.8513942, -0.06753295, 0.2123104, 0.22272, 0.2194755, 
2005:3, 7311.502, 20690.96, 0, 7.114399, 0.6875315, 13.83356, 0, 66.68385, 1.290121, 10.39055, 19.25305, 24.40333, 2.802042, 58.01633, 2551.331, 2043.485, 3085.566, 50.92149, 0.4195262, 0.2988137, 4476.59, 0.6122668, 2.829919, 3.379834, 0.8581527, -0.03531564, 0.2094318, 0.2201044, 0.2167678, 
2005:4, 6934.841, 19787.28, 0, 7.112124, 0.7186778, 13.78652, 0, 66.65416, 1.37864, 10.34987, 18.90552, 24.43167, 2.831412, 59.86738, 2389.384, 1925.132, 2899.552, 49.38421, 0.4349797, 0.2990631, 4277.48, 0.6168101, 2.853314, 3.364441, 0.8655519, -0.0150724, 0.2063731, 0.2172651, 0.2138503, 
2005:5, 6633.08, 19049.15, 0, 7.111559, 0.7409331, 13.74907, 0, 66.64748, 1.452045, 10.29892, 18.63243, 24.48203, 2.8584, 61.07435, 2259.483, 1881.353, 2801.745, 48.0749, 0.4482735, 0.2991115, 4114.915, 0.6203626, 2.871841, 3.352055, 0.8718876, 2.335553E-05, 0.2037497, 0.214784, 0.2113172, 
2005:6, 6370.934, 18419.52, 0, 6.97556, 0.6674277, 13.78739, 0, 67.01514, 1.392335, 10.16212, 20.041, 25.86274, 2.881295, 54.56039, 2156.575, 1843.595, 2721.213, 44.17405, 0.4557491, 0.2982275, 3947.374, 0.619591, 2.891181, 3.392392, 0.8713615, 0.01484987, 0.201528, 0.2126492, 0.2091497, 
2005:7, 5888.282, 17221.74, 0, 6.887328, 0.6541424, 13.79118, 0, 67.19796, 1.453637, 10.01576, 20.63251, 26.79218, 2.933047, 52.64235, 1954.922, 1470.721, 2264.214, 40.54471, 0.4605815, 0.297921, 3673.853, 0.6239262, 2.924748, 3.40896, 0.8742366, 0.01142435, 0.1964969, 0.2078636, 0.2042713, 
2005:8, 5337.88, 15816.68, 0, 6.786192, 0.6270736, 13.8249, 0, 67.43935, 1.519886, 9.802611, 21.60605, 28.13363, 3.006982, 49.60136, 1725.561, 1230.677, 1928.699, 36.39317, 0.4675391, 0.297255, 3359.173, 0.6293083, 2.963102, 3.430803, 0.8739942, 0.01099556, 0.189795, 0.201389, 0.1977049, 
2005:9, 4722.786, 14186.18, 0, 6.694819, 0.5760221, 13.93157, 0, 67.71848, 1.578989, 9.500108, 23.31029, 30.14647, 3.116175, 44.79306, 1470.778, 962.5829, 1554.683, 31.68063, 0.4642819, 0.2960358, 3007.813, 0.6368726, 3.003774, 3.485231, 0.8661778, 0.0005652787, 0.1806796, 0.1924383, 0.1886747, 
2005:10, 4151.256, 12599.85, 0, 7.01077, 1.021126, 13.49748, 0, 66.35564, 2.591875, 9.523098, 15.17988, 23.71399, 3.272708, 78.67197, 1189.775, 668.4022, 1144.27, 36.21256, 0.4672621, 0.30081, 2712.668, 0.653457, 3.035189, 3.223554, 0.9087414, -0.03836775, 0.1678557, 0.1795811, 0.1757905, 
2005:11, 4312.708, 12971.3, 0, 7.317435, 1.116731, 13.36725, 0, 65.98541, 2.65856, 9.554601, 13.78195, 22.65983, 3.23944, 85.69071, 1245.622, 1502.777, 2004.062, 41.79554, 0.4782048, 0.300277, 2827.927, 0.6557198, 3.007693, 3.171982, 0.9044993, -0.01037419, 0.1716554, 0.1831629, 0.1794675, 
2005:12, 5045.876, 14820.19, 0, 7.447582, 1.047016, 13.47645, 0, 66.07529, 2.245771, 9.707889, 14.37938, 22.71987, 3.083229, 80.94027, 1555.615, 2138.515, 2770.879, 46.5529, 0.4995413, 0.2980755, 3256.15, 0.6453092, 2.937089, 3.177223, 0.8949433, 0.04740575, 0.1857457, 0.1968417, 0.1933293, 
2006:1, 5889.333, 16903.31, 0, 7.485528, 0.9531285, 13.61538, 0, 66.2004, 1.883578, 9.861986, 15.31169, 22.71688, 2.957675, 75.29795, 1915.906, 2500.839, 3284.565, 50.07906, 0.5585184, 0.2967297, 3727.862, 0.6329853, 2.870157, 3.226929, 0.886604, 0.1509751, 0.1975575, 0.2080764, 0.2047826, 
2006:2, 6601.983, 18656.84, 0, 7.407242, 0.8452174, 13.73368, 0, 66.45067, 1.604882, 9.958313, 16.57159, 23.08564, 2.878923, 68.42886, 2224.784, 2652.528, 3565.441, 51.23006, 0.5788603, 0.2959227, 4101.919, 0.6213162, 2.825945, 3.262708, 0.8817306, 0.2034316, 0.2051505, 0.2152174, 0.2120851, 
2006:3, 6969.736, 19612.24, 0, 7.190096, 0.7116292, 13.82647, 0, 66.93061, 1.377582, 9.963612, 18.58736, 24.36596, 2.841758, 58.55568, 2394.058, 2526.871, 3509.889, 48.5774, 0.5921282, 0.295214, 4261.387, 0.6114129, 2.813915, 3.323516, 0.8795022, 0.2520477, 0.2084848, 0.2183841, 0.2153107, 
2006:4, 6797.332, 19258.57, 0, 7.028513, 0.6565679, 13.85258, 0, 67.20623, 1.325972, 9.930144, 19.87478, 25.48876, 2.851405, 53.85752, 2329.996, 2032.766, 2987.978, 45.20959, 0.5909159, 0.2951831, 4147.846, 0.6102168, 2.833255, 3.372238, 0.8801895, 0.2663212, 0.2069357, 0.2170514, 0.2139034, 
2006:5, 6354.277, 18208.6, 0, 6.993411, 0.6991682, 13.80067, 0, 67.15791, 1.449619, 9.899228, 19.5225, 25.57605, 2.891735, 56.58213, 2140.81, 1654.984, 2530.403, 43.32903, 0.5829786, 0.2957885, 3913.62, 0.6159033, 2.865566, 3.37447, 0.8865954, 0.2492889, 0.2025958, 0.2130782, 0.2098012, 
2006:6, 6010.587, 17290.15, 0, 7.359666, 0.9513043, 13.64439, 0, 66.16888, 1.851712, 10.02406, 15.81025, 22.79752, 2.934208, 75.86253, 1972.59, 1576.487, 2381.751, 48.7508, 0.5820071, 0.2981156, 3796.115, 0.6315715, 2.876616, 3.27602, 0.893471, 0.2055892, 0.198419, 0.209166, 0.2057932, 
2006:7, 6398.208, 18211.39, 0, 7.440975, 0.9280862, 13.67583, 0, 66.1424, 1.743122, 10.0696, 15.86948, 22.56347, 2.895138, 74.83969, 2135.144, 2395.755, 3269.78, 52.19402, 0.5896271, 0.2975317, 4014.682, 0.6274697, 2.846327, 3.280659, 0.8874238, 0.2224861, 0.2027012, 0.2131177, 0.2098633, 
2006:8, 6942.662, 19529.55, 0, 7.433725, 0.8584163, 13.74946, 0, 66.25002, 1.565071, 10.14333, 16.51644, 22.6513, 2.845454, 70.5459, 2369.368, 2663.475, 3635.573, 54.12414, 0.6020238, 0.2969534, 4304.626, 0.6200253, 2.812978, 3.300582, 0.8829391, 0.2527373, 0.2078028, 0.2178683, 0.2147376, 
2006:9, 7359.649, 20535.14, 0, 7.456554, 0.8353699, 13.79243, 0, 66.19757, 1.477754, 10.2403, 16.68873, 22.43996, 2.812489, 69.72151, 2547.053, 2690.51, 3736.642, 56.44541, 0.6159369, 0.2970144, 4535.054, 0.6162052, 2.790234, 3.308649, 0.8802071, 0.2791398, 0.2110769, 0.2209412, 0.2178805, 
2006:10, 7753.635, 21463.3, 0, 7.549357, 0.8529606, 13.81735, 0, 65.96366, 1.447244, 10.36943, 16.33405, 21.82868, 2.78574, 72.21126, 2711.119, 2807.642, 3922.079, 60.46899, 0.6325049, 0.2974371, 4769.073, 0.6150758, 2.76816, 3.303034, 0.8773317, 0.3020411, 0.2137722, 0.2234773, 0.2204713, 
2006:11, 8308.257, 22768.71, 0, 7.618144, 0.8442113, 13.86174, 0, 65.7994, 1.374259, 10.50225, 16.25805, 21.36635, 2.752991, 72.96141, 2944.941, 3142.974, 4354.888, 64.92974, 0.650457, 0.2976425, 5082.908, 0.6117899, 2.740492, 3.307334, 0.8738464, 0.3314219, 0.217225, 0.2266869, 0.2237636, 
2006:12, 8942.162, 24349.18, 0, 7.420611, 0.7128318, 13.93981, 0, 66.2147, 1.17199, 10.54006, 17.91407, 22.29302, 2.717795, 63.32425, 3226.902, 3461.537, 4790.493, 63.58007, 0.6652858, 0.2970779, 5374.655, 0.6010465, 2.722963, 3.361339, 0.8738198, 0.3810291, 0.2207592, 0.2299649, 0.2271278, 
2007:1, 8990.144, 24563.35, 0, 7.294639, 0.6605407, 13.94945, 0, 66.40477, 1.10766, 10.58294, 18.84271, 22.97031, 2.711814, 59.01788, 3256.159, 2985.007, 4324.689, 61.32852, 0.6491714, 0.2973138, 5380.51, 0.5984899, 2.732253, 3.442505, 0.8780637, 0.417973, 0.2208091, 0.2301552, 0.2272713, 
2007:2, 8695.938, 23972.92, 0, 7.178028, 0.630055, 13.92812, 0, 66.57487, 1.094908, 10.59402, 19.62562, 23.74057, 2.721941, 55.91328, 3138.843, 2624.306, 3913.529, 57.99529, 0.6581557, 0.297626, 5210.802, 0.5992226, 2.756795, 3.47158, 0.8844709, 0.4405077, 0.2190766, 0.2287224, 0.2257377, 
2007:3, 8181.827, 22825.98, 0, 7.137053, 0.6460252, 13.86975, 0, 66.58998, 1.157383, 10.59979, 19.65167, 24.08021, 2.746827, 56.43116, 2922.215, 2264.811, 3462.417, 55.25054, 0.6629801, 0.29817, 4942.468, 0.6040788, 2.789839, 3.479418, 0.8938423, 0.4381354, 0.215913, 0.2259566, 0.2228367, 
2007:4, 7679.754, 21641.72, 0, 7.236227, 0.7323833, 13.7712, 0, 66.30472, 1.312494, 10.64299, 18.36099, 23.40602, 2.778671, 62.87897, 2700.944, 2083.676, 3188.368, 55.23219, 0.6682096, 0.2990827, 4704.867, 0.6126326, 2.818022, 3.446589, 0.9054007, 0.4104753, 0.2124172, 0.2228169, 0.2195739, 
2007:5, 7425.935, 21090.11, 0, 7.02758, 0.6177799, 13.81819, 0, 66.82668, 1.196053, 10.51374, 20.49196, 25.29134, 2.791315, 52.67379, 2607.697, 2262.623, 3328.119, 49.8846, 0.6669586, 0.2981451, 4526.686, 0.609578, 2.840061, 3.514368, 0.9071799, 0.4315738, 0.2108476, 0.221363, 0.2180793, 
2007:6, 6774.652, 19541.27, 0, 6.906344, 0.5807872, 13.82537, 0, 67.07884, 1.219268, 10.38938, 21.72715, 26.76816, 2.837454, 48.45905, 2339.123, 1668.9, 2621.657, 44.6471, 0.6609722, 0.2979656, 4164.733, 0.6147524, 2.884469, 3.559694, 0.912456, 0.4222116, 0.2056746, 0.2166051, 0.2131739, 
2007:7, 5984.107, 17591.66, 0, 6.825873, 0.5865225, 13.80702, 0, 67.21724, 1.339319, 10.22404, 22.22471, 27.8732, 2.914365, 47.69706, 2005.617, 1273.445, 2086.798, 39.96713, 0.6493052, 0.2979148, 3732.846, 0.6237934, 2.93973, 3.584797, 0.920247, 0.3858769, 0.1979545, 0.2093392, 0.2057397, 
2007:8, 5212.197, 15607.75, 0, 6.7482, 0.5672606, 13.84892, 0, 67.41041, 1.45066, 9.974542, 23.29694, 29.49942, 3.018665, 45.06069, 1681.596, 1021.028, 1699.378, 35.02624, 0.6315539, 0.2972707, 3303.283, 0.6337602, 2.994466, 3.631317, 0.9226976, 0.3443521, 0.1884888, 0.200207, 0.1964718, 
2007:9, 4448.306, 13542.63, 0, 6.719441, 0.5238622, 13.99411, 0, 67.57989, 1.559275, 9.623423, 25.13357, 31.75108, 3.16987, 40.82401, 1362.485, 750.5739, 1296.271, 29.95729, 0.6053902, 0.2959109, 2876.104, 0.6465616, 3.044446, 3.71442, 0.9161395, 0.2971982, 0.1762927, 0.1881498, 0.1843325, 
2007:10, 3714.889, 11462.94, 0, 6.700924, 0.5097467, 14.16525, 0, 67.65261, 1.798387, 9.1731, 26.24389, 33.3341, 3.404724, 39.5182, 1051.58, 487.2826, 904.074, 25.65234, 0.5732391, 0.2942991, 2450.31, 0.6595916, 3.085675, 3.784908, 0.9080342, 0.2203322, 0.1601251, 0.1717077, 0.1679312, 
2007:11, 3084.833, 9536.621, 0, 6.779294, 0.471246, 14.46661, 0, 67.63918, 2.063551, 8.5801, 27.87974, 34.8634, 3.753163, 37.07993, 784.849, 325.9043, 632.5338, 21.75564, 0.5378097, 0.2915033, 2071.083, 0.6713758, 3.091454, 3.893385, 0.8879945, 0.1372464, 0.1408428, 0.1514424, 0.1479371, 
2007:12, 2586.65, 7940.35, 0, 6.451777, 0.5241168, 14.45739, 0, 67.88278, 2.770757, 7.913169, 25.57608, 32.17809, 4.261176, 43.53943, 563.4878, 194.7712, 410.4192, 19.20772, 0.5026246, 0.2898684, 1701.878, 0.6579467, 3.069743, 3.839833, 0.8905488, -0.02561185, 0.1185568, 0.1272139, 0.1243063, 
2008:1, 2243.643, 6703.558, 0, 6.314255, 0.5253413, 14.4353, 0, 68.12225, 3.449389, 7.153467, 23.91787, 28.94487, 4.901181, 46.94213, 410.8338, 177.5115, 331.0826, 17.01282, 0.441322, 0.2869758, 1426.175, 0.6356514, 2.987801, 3.842105, 0.8845954, -0.2331531, 0.09800108, 0.1041935, 0.1020878, 
2008:2, 2076.585, 6044.769, 0, 6.594921, 0.9310339, 13.03851, 0, 66.78582, 5.808386, 6.841325, 12.24361, 14.73922, 5.293193, 88.41908, 303.8932, 148.8331, 259.5722, 19.993, 0.4165426, 0.2968253, 1243.074, 0.5986147, 2.910918, 3.436307, 0.9646336, -0.413387, 0.0798953, 0.08353222, 0.08228432, 
2008:3, 2145.94, 6291.752, 0, 7.110296, 1.072302, 12.39786, 0, 66.33696, 5.967325, 7.115248, 10.1396, 15.24486, 5.144497, 98.59441, 318.5386, 579.5182, 698.3997, 24.53682, 0.4095443, 0.2971273, 1294.871, 0.6034052, 2.931933, 3.328765, 0.9700508, -0.3933393, 0.08402442, 0.0885859, 0.08703645, 
2008:4, 2635.28, 7958.09, 0, 7.070436, 1.07929, 12.8763, 0, 66.73618, 4.385215, 7.852587, 11.8047, 21.37152, 4.285658, 87.56888, 527.3379, 1080.923, 1288.51, 28.36059, 0.41684, 0.2922466, 1673.27, 0.6349494, 3.019827, 3.325512, 0.9630134, -0.3340815, 0.1177605, 0.1262857, 0.1234797, 
2008:5, 3293.008, 9914.059, 0, 7.116061, 1.030574, 13.23824, 0, 67.03611, 3.285027, 8.293993, 13.53196, 24.25749, 3.708904, 78.45054, 809.4149, 1420.102, 1746.477, 31.17202, 0.4334155, 0.2902263, 2120.109, 0.6438215, 3.010639, 3.328911, 0.9532586, -0.2608922, 0.1474051, 0.1575382, 0.1542828, 
2008:6, 3889.158, 11557.61, 0, 7.127995, 0.9612508, 13.44366, 0, 67.25114, 2.66873, 8.547235, 14.95338, 25.17472, 3.417366, 72.0263, 1066.031, 1579.506, 2013.559, 32.98951, 0.4553458, 0.2896836, 2488.689, 0.6399042, 2.97175, 3.3298, 0.9444663, -0.1816581, 0.165678, 0.1760478, 0.1727618, 
2008:7, 4333.809, 12735.56, 0, 7.158434, 0.9454052, 13.54421, 0, 67.22453, 2.399043, 8.728371, 15.50123, 25.03292, 3.267182, 70.88674, 1255.58, 1615.144, 2128.515, 35.14536, 0.4838117, 0.2902161, 2757.001, 0.6361611, 2.938653, 3.307325, 0.9349193, -0.0920563, 0.1758829, 0.1861817, 0.1829411, 
2008:8, 4718.671, 13744.23, 0, 7.133874, 0.8992439, 13.62679, 0, 67.31365, 2.162532, 8.863906, 16.30796, 25.1967, 3.167461, 67.86256, 1421.87, 1724.609, 2307.387, 36.32516, 0.5134529, 0.2904196, 2976.988, 0.6308955, 2.912734, 3.296722, 0.9285587, -0.001810321, 0.1832229, 0.1933933, 0.1902082, 
2008:9, 4992.161, 14438.18, 0, 7.235715, 0.9485244, 13.64443, 0, 67.00562, 2.141757, 9.023949, 15.79782, 24.31514, 3.107368, 72.00156, 1534.554, 1720.979, 2350.649, 39.42202, 0.5469142, 0.2916296, 3151.662, 0.6313223, 2.89217, 3.252132, 0.9193287, 0.08668369, 0.1874798, 0.1975807, 0.1944245, 
2008:10, 5383.38, 15439.16, 0, 7.228145, 0.9004143, 13.70442, 0, 67.06072, 1.952309, 9.153992, 16.43083, 24.38251, 3.037394, 69.13709, 1703.231, 1988.757, 2688.754, 41.01595, 0.5750573, 0.2918054, 3370.827, 0.6261544, 2.86793, 3.248903, 0.912782, 0.1635328, 0.1931736, 0.2030996, 0.2000089, 
2008:11, 5683.715, 16216.53, 0, 7.191197, 0.8534724, 13.74971, 0, 67.13064, 1.808658, 9.266335, 17.06917, 24.54597, 2.99059, 66.25306, 1834.28, 2016.233, 2770.506, 41.74915, 0.5957285, 0.2920668, 3534.292, 0.6218278, 2.853156, 3.254034, 0.9086265, 0.2208015, 0.1969394, 0.2067733, 0.2037168, 
2008:12, 5858.556, 16662.92, 0, 7.252116, 0.8812616, 13.75027, 0, 66.91511, 1.806336, 9.394923, 16.71052, 24.00127, 2.965574, 68.86446, 1906.657, 1967.465, 2751.429, 43.86368, 0.6154119, 0.292961, 3646.455, 0.6224154, 2.844203, 3.233026, 0.9039158, 0.2661842, 0.1987392, 0.2085802, 0.2055222, 
2009:1, 6099.85, 17302.03, 0, 7.183053, 0.8182122, 13.78507, 0, 67.06662, 1.67215, 9.474893, 17.56617, 24.4459, 2.934171, 64.61679, 2014.284, 2136.86, 2965.235, 43.78429, 0.7033991, 0.2929546, 3769.478, 0.6179624, 2.836468, 3.299251, 0.9006559, 0.4276012, 0.201385, 0.2111545, 0.208122, 
2009:2, 6148.836, 17481.96, 0, 7.033265, 0.7333842, 13.82533, 0, 67.38126, 1.543304, 9.48345, 18.95625, 25.49657, 2.924883, 58.18891, 2044.061, 2001.109, 2841.054, 41.56443, 0.6960866, 0.2927405, 3774.7, 0.6138886, 2.843133, 3.340955, 0.8995039, 0.4390012, 0.2018414, 0.2116904, 0.208631, 
2009:3, 5909.73, 16937.83, 0, 6.949389, 0.7223515, 13.81338, 0, 67.4761, 1.570188, 9.468594, 19.3851, 26.04064, 2.95021, 57.00546, 1946.15, 1673.495, 2471.577, 39.59303, 0.6765789, 0.2930176, 3639.113, 0.6157832, 2.866091, 3.361213, 0.9013296, 0.4137497, 0.1990307, 0.2091511, 0.2059968, 
2009:4, 5593.177, 16167.98, 0, 6.957948, 0.7761418, 13.7563, 0, 67.33995, 1.714867, 9.454799, 18.67983, 25.76855, 2.991661, 60.72816, 1808.861, 1493.788, 2233.904, 38.91523, 0.6537294, 0.2936927, 3474.561, 0.6212142, 2.890661, 3.348827, 0.9050589, 0.3652105, 0.1949599, 0.2053612, 0.2021061, 
2009:5, 5384.809, 15643.34, 0, 7.007911, 0.8294125, 13.70508, 0, 67.17126, 1.843476, 9.442841, 17.8714, 25.32049, 3.023482, 64.50912, 1716.487, 1512.54, 2213.87, 39.07489, 0.6304693, 0.2942382, 3369.951, 0.6258255, 2.905087, 3.333121, 0.9065121, 0.3138684, 0.192019, 0.2025783, 0.1992649, 
2009:6, 5328.384, 15470.8, 0, 7.178929, 0.9275252, 13.64563, 0, 66.75288, 2.000057, 9.494971, 16.37161, 24.11472, 3.03432, 71.90438, 1684.135, 1599.995, 2287.946, 41.68693, 0.6109071, 0.2952049, 3365.221, 0.631565, 2.903469, 3.298144, 0.9041343, 0.2598719, 0.1909738, 0.2015783, 0.1982479, 
2009:7, 5583.72, 16056.3, 0, 7.428792, 1.018178, 13.63153, 0, 66.24736, 2.05085, 9.623297, 15.06801, 22.73923, 2.997975, 79.24659, 1783.25, 1942.602, 2672.49, 47.29458, 0.6013514, 0.2960486, 3544.99, 0.6348795, 2.875556, 3.267227, 0.8930871, 0.227142, 0.1942312, 0.2046716, 0.2014022, 
2009:8, 6270.317, 17714.78, 0, 7.526234, 0.9728577, 13.71917, 0, 66.17986, 1.828968, 9.772904, 15.35225, 22.35318, 2.914851, 77.26494, 2073.897, 2546.142, 3398.032, 52.10633, 0.600834, 0.2956932, 3935.916, 0.6277061, 2.825181, 3.277857, 0.8814316, 0.2326425, 0.2022254, 0.2122148, 0.2091075, 
2009:9, 7051.194, 19607.17, 0, 7.508327, 0.8820202, 13.8232, 0, 66.28679, 1.57988, 9.919755, 16.21155, 22.38037, 2.841442, 72.05261, 2409.502, 2882.394, 3874.477, 55.00138, 0.6040016, 0.2953548, 4355.449, 0.6176896, 2.780689, 3.305532, 0.8739168, 0.252824, 0.2093957, 0.218948, 0.2159927, 
2009:10, 7649.097, 21043.33, 0, 7.543776, 0.856906, 13.88077, 0, 66.16688, 1.466743, 10.08492, 16.3798, 22.00937, 2.796251, 71.62649, 2663.856, 2929.192, 4027.017, 58.67952, 0.6113335, 0.295763, 4688.76, 0.6129822, 2.751087, 3.314635, 0.8682117, 0.2734684, 0.2137188, 0.2230409, 0.2201642, 
2009:11, 8226.813, 22442.01, 0, 7.528644, 0.8137139, 13.93239, 0, 66.14931, 1.350733, 10.2252, 16.79872, 21.91025, 2.759284, 69.63209, 2911.87, 3133.147, 4333.872, 61.4154, 0.6214101, 0.2960406, 4998.9, 0.6076351, 2.727911, 3.330236, 0.8646581, 0.304237, 0.2172955, 0.2264275, 0.2236149, 
2009:12, 8700.901, 23578.86, 0, 7.581763, 0.8125303, 13.95837, 0, 65.95802, 1.301121, 10.38819, 16.67771, 21.47258, 2.733412, 70.87914, 3112.286, 3208.509, 4492.048, 65.3328, 0.6348299, 0.2966543, 5270.502, 0.605742, 2.709933, 3.331241, 0.8622649, 0.3331463, 0.2197566, 0.2287997, 0.2260171, 
